Crop_ID,Crop_Map_Name,Crop_Data_Name,"1,3 DICHLOROPROPENE","1,4-DIMETHYLNAPHTALENE",1-MCP,"2,4-D",ABAMECTIN,ACEQUINOCYL,ACETAMIPRID,ACLONIFEN,ACRINATHRIN,ALACHLOR,ALDRIN,AMETOCTRADIN,AMINOTRIAZOLE,AMITRAZ,ATRAZINE,AZOCYCLOTIN,AZOXYSTROBIN,BENALAXYL,BENFLURALIN,BENTAZONE,BENTHIAVALICARB- ISOPROPYL,BIFENAZATE,BIFENTHRIN,BITERTANOL,BOSCALID,BROMACIL,BROMOPROPYLATE,BROMOXYNIL,BROMUCONAZOLE,BUPIRIMATE,BUPROFEZIN,CAPTAN,CARBARYL,CARBENDAZIM,CARBOXIN,CARFENTRAZONE ETHYL,CHLORANTRANILIPROLE,CHLORDANE,CHLORFENAPYR,CHLORFLUAZURON,CHLORIDAZON,CHLORMEQUAT CHLORIDE,CHLOROTHALONIL,CHLORPROPHAM,CHLORPYRIFOS,CHLORSULFURON,CHLORTHAL DIMETHYL,CINIDON ETHYL,CLETHODIM,CLODINAFOP PROPARGYL,CLOFENTEZINE,CLOMAZONE,CLOPYRALID,CLOQUINTOCET MEXYL,CLOTHIANIDIN,CYANTRANILIPROLE,CYCLOXYDIM,CYFLUFENAMID,CYFLUMETOFEN,CYFLUTHRIN,CYHEXATIN,CYMOXANIL,CYPERMETHRIN,CYPROCONAZOLE,CYPRODINIL,CYPROSULFAMIDE,CYROMAZINE,D.D.T.,DELTAMETHRIN,DIAFENTHIURON,DICAMBA,DICHLORPROP-P,DICLOFOP METHYL,DIDECYL DIMETHYL AMMONIUM CHLORIDE,DIETHOFENCARB,DIFENOCONAZOLE,DIFLUBENZURON,DIFLUFENICAN,DIMETHENAMID,DIMETHOATE,DIMETHOMORPH,DIMETHYL DISULFIDE,DINICONAZOLE-M,DINOCAP,DINOTEFURAN,DIPHENYLAMINE,DIQUAT,DITHIANON,DITHIOCARBAMATES,DIURON,DODINE,EMAMECTIN BENZOATE,ENDRIN,ESFENVALERATE,ETHALFLURALIN,ETHEPHON,ETHOXYQUIN,ETOFENPROX,ETOXAZOLE,FAMOXADONE,FENAMIDONE,FENAMIPHOS,FENARIMOL,FENAZAQUIN,FENBUCONAZOLE,FENBUTATIN OXIDE,FENHEXAMID,FENOXAPROP-P-ETHYL,FENOXYCARB,FENPYROXIMATE,FLONICAMID,FLORASULAM,FLUAZIFOP-P-BUTYL,FLUAZINAM,FLUBENDIAMIDE,FLUDIOXONIL,FLUENSULFONE,FLUFENACET,FLUFENOXURON,FLUMETSULAM,FLUMIOXAZIN,FLUOMETURON,FLUOPICOLIDE,FLUOPYRAM,FLUOXASTROBIN,FLUPYRADIFURONE,FLUROCHLORIDONE,FLUROXYPYR,FLURPRIMIDOL,FLUTOLANIL,FLUTRIAFOL,FOLPET,FOMESAFEN,FORAMSULFURON,FORCHLORFENURON,FORMETANATE HCL,FOSETYL AL,GLUFOSINATE AMMONIUM,GLYPHOSATE,GUAZATINE,HALAUXIFEN METHYL,HALOXYFOP R METHYL,HEPTACHLOR,HYMEXAZOL,IMAZALIL,IMAZAMOX,IMAZAPIC,IMAZAPYR,IMAZETHAPYR,IMIDACLOPRID,IN ACCREDITATION=,INDOXACARB,IODOSULFURON METHYL SODIUM,IPRODIONE,IPROVALICARB,ISOXABEN,ISOXADIFEN ETHYL,ISOXAFLUTOLE,KRESOXIM METHYL,LAMBDA CYHALOTHRIN,LINDANE,LINURON,LUFENURON,MALATHION,MALEIC HYDRAZIDE,MANDIPROPAMID,MCPA,MECOPROP-P,MEFENPYR DIETHYL,MEPANIPYRIM,MEPTYLDINOCAP,MESOSULFURON-METHYL,METAFLUMIZONE,METALAXYL,METAM SODIUM,METAMITRON,METAZACHLOR,METHIOCARB,METHOMYL,METHOXYFENOZIDE,METOLACHLOR,METOMINOSTROBIN,METRAFENONE,METRIBUZIN,MILBEMECTIN,MSMA,MYCLOBUTANIL,NOVALURON,ORTHO PHENYLPHENOL,OXADIARGYL,OXADIAZON,OXAMYL,OXATHIAPIPROLIN,OXOLINIC ACID,OXYFLUORFEN,PACLOBUTRAZOLE,PARAQUAT,PCNB (QUINTOZENE),PENCONAZOLE,PENCYCURON,PENDIMETHALIN,PERMETHRIN,PHOSMET,PICOXYSTROBIN,PINOXADEN,PIPERONYL BUTOXIDE,PIRIMICARB,PIRIMIPHOS-METHYL,PROCHLORAZ,PROHEXADIONE CALCIUM,PROMETRYNE,PROPAMOCARB HCL,PROPAQUIZAFOP,PROPARGITE,PROPOXYCARBAZONE-SODIUM,PROPYZAMIDE,PROQUINAZID,PYMETROZINE,PYRACLOSTROBIN,PYRAFLUFEN-ETHYL,PYRIDABEN,PYRIDALYL,PYRIDATE,PYRIMETHANIL,PYRIMIDIFEN,PYRIOFENONE,PYRIPROXYFEN,PYRITHIOBAC SODIUM,QUINOXYFEN,QUIZALOFOP-P-ETHYL,QUIZALOFOP-P-TEFURYL,RIMSULFURON,SPINETORAM,SPINOSAD,SPIRODICLOFEN,SPIROMESIFEN,SPIROTETRAMAT,SPIROXAMINE,SULFENTRAZONE,SULFOSULFURON,SULFOXAFLOR,TAU-FLUVALINATE,TEBUCONAZOLE,TEBUFENPYRAD,TEFLUBENZURON,TERBACIL,TERBUTRYN,TETRACONAZOLE,TETRADIFON,THIABENDAZOLE,THIACLOPRID,THIAMETHOXAM,THIDIAZURON,THIOCYCLAM HYDROGEN OXALATE,TOLCLOFOS METHYL,TOLFENPYRAD,TRIADIMEFON,TRIADIMENOL,TRIASULFURON,TRIBENURON METHYL,"TRICLOPYR (3,5,6-TPA)",TRIFLOXYSTROBIN,TRIFLOXYSULFURON,TRIFLUMURON,TRIFORINE,UNICONAZOLE,VALIFENALATE,ZOXAMIDE
975,SNOW PEAS,SNOW PEAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,
976,SORGHUM,SORGHUM,,,,0.01,,,,,,,,,0.02,,0.2,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,SORGHUM BICOLOR,SORGHUM BICOLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,SPINACH,SPINACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,5.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.05,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,SPRING ONION,SPRING ONION,,,,,,0.7,3.0,,,,,,,,,,15.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.6,,,,,10.0,,,,,,,,5.0,,,0.1,,,,,,,0.2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,0.05,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1000,SQUASH,SQUASH,,,,,,,0.05,,,,,0.05,,,,,0.05,,,,,,0.02,,0.2,,,,0.05,0.05,,,,0.1,,,0.02,,,0.2,,,,,,,,,,,,,,,,0.05,,0.1,0.1,,,,0.2,,0.3,,,,0.2,0.05,,,,,,,,,,,0.1,,,0.05,0.1,,,,1.0,,,,,,0.02,,,,,,,,0.5,,0.2,,,,,,0.05,,0.1,,0.01,0.2,0.2,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,5.0,,,,,0.1,0.02,,,,3.0,,0.05,,,,,0.2,,,,,,,,0.2,,,,0.3,,,,0.3,,,,,,0.02,,,,,,0.1,,,,,,,,,,,,,,,0.5,,,,,2.0,,,,,,,0.01,,,,,,,,,,0.02,0.1,,,,,,0.02,,,,,0.1,1.0,,0.02,0.1,,0.05,,,,0.1,,,,,,0.05,0.5,,,
1005,STONE FRUIT,STONE FRUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,STRAWBERRY,STRAWBERRY,,,,,0.02,0.02,,,0.2,,,,,,,0.5,,,,,,1.0,,,2.0,,,,,0.2,,15.0,,5.0,,,0.5,,,0.1,,,5.0,,,,,,,,2.0,,,,,,,,0.7,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,0.2,,,,3.0,,,0.01,,,,,,2.0,,,,,,,0.2,,4.0,,,0.05,0.2,,,,0.01,0.5,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.2,,10.0,,,,,0.1,,,,0.2,,,,,,,0.2,,,,0.5,,,,,,0.5,,0.1,0.5,,,,,0.1,,,0.02,,,,0.02,,,,0.1,,,,,,,,,,0.5,,,2.0,,,,,,0.5,0.2,,,1.0,,1.0,,,,,,,,,,0.5,,,,,,,,,0.1,0.05,,,,0.2,,,1.0,0.05,,,,,,,,,,0.2,,,,,,
1007,SUBTROPICAL FRUITS,SUBTROPICAL FRUITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,SUGAR BEET,SUGAR BEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,SUNFLOWER,SUNFLOWER,,,,,,,,,,0.02,,,0.02,,,,0.05,,,,,0.05,,,,,,,,,,,,,,0.02,0.01,,,,,,,,,,,,0.5,,,,,,,,0.2,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.02,,,,,,,,,0.01,,,,,,,,,,,,0.2,,,0.02,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,0.02,,0.02,,,,0.1,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.2,,,,0.02,,,,,,,,,,,0.1,,,,0.05,,,,,,
1018,SWEET CORN,SWEET CORN,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
1020,SWEET POTATO,SWEET POTATO,0.01,,,,,,,0.02,,,,,,,,,,,,,,,0.02,,1.0,,,,,,,,,,,,0.05,,,0.5,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.05,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.05,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,0.02,,,,,,,,,,,,,,,,
1032,TATSUI LEAVES,TATSUI LEAVES,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,5.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.05,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,THYME,THYME,,,,,0.05,0.7,3.0,,,,,,,,,,0.6,,,,,1.0,1.0,,4.0,,,,,,4.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.4,,,,,10.0,,,,3.0,,,,5.0,,,0.1,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,0.05,,,,,,,,,,,,,,,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,3.0,,,,,,,,,0.05,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1057,TOMATO,TOMATO,0.01,,,,0.02,0.7,0.2,0.02,,,,0.02,0.02,,,0.1,0.5,0.3,,,,0.05,0.2,,0.3,,,,0.05,,0.3,,,0.1,,,0.05,,0.5,0.2,,,5.0,,,,,,0.5,,1.0,,,,,0.2,0.2,0.05,0.1,0.5,0.1,0.2,0.5,0.05,0.5,,0.5,,0.2,0.05,,,,,0.1,0.3,,,,,0.5,0.01,,0.05,0.05,,,,5.0,,,0.01,,1.0,,,,,0.02,0.05,,,0.5,0.1,0.2,,0.5,,,0.05,,,0.1,0.01,0.3,0.3,0.05,,,,,,0.1,0.35,,,,,,,,0.5,,,,0.5,,,,,,0.02,,0.05,,,0.1,,,3.0,,0.2,,5.0,0.05,,,,,0.1,,,0.2,3.0,0.5,0.3,,,,0.1,,,0.3,0.5,0.05,,,,1.0,0.5,,0.2,,0.01,0.05,,0.3,0.2,,0.01,0.02,0.01,,,0.02,,,,0.2,,,,,,,,1.0,,5.0,,,0.2,0.01,2.0,,,,,0.05,,0.05,0.2,,1.0,0.02,,,,0.03,0.1,,0.1,0.01,0.05,,1.0,0.05,,,0.05,0.1,,0.2,0.05,0.5,,,0.05,1.0,,0.05,0.02,,0.05,,,,0.5,,,,0.2,,,0.5,,,0.6
1075,TURNIP,TURNIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,VEGETABLES,VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,VETCH,VETCH,,,,,,,,,,,,,,,,,,,,0.2,,,0.01,,,,,,,,,,,,,0.02,,,,,,,,,,,,,0.5,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,0.01,,,,,,,,,,,,,,,,,,,0.1,,,0.02,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.02,,,,0.05,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
1135,WATERMELON,WATERMELON,0.01,,,,0.01,0.05,0.05,,,,,,,,,,0.01,,0.02,,,0.05,0.05,,0.05,,,,0.05,0.01,,,,,,0.02,,,,0.2,,,2.0,,,,,,,,1.0,,,,,,,0.1,0.01,,0.5,,,,,,0.2,,0.2,0.05,,,,,,0.1,,,,,,,,0.05,0.01,,,,,,,,,,0.02,,,,0.02,,,,0.05,0.1,0.2,0.5,,,,0.05,0.05,,0.1,,,,,,,,,,,0.05,,,,,,,,,,,,,,,0.5,,,0.02,,,,,,,,0.1,,0.02,,,,,,,0.1,,,,,3.0,,,,,,,0.2,,,,0.05,,,,0.2,,0.02,,0.05,,0.01,,0.3,,,0.01,,,,,0.02,,,,0.1,,,,,,,,,,,,0.02,,0.01,0.5,,,0.05,0.05,0.05,,,,,,0.02,,,,0.03,0.1,0.1,,0.05,,,0.05,0.05,,,,,,0.1,0.05,0.2,,,0.05,1.0,,0.05,0.05,,0.05,,,,0.1,,,,0.1,,,,,,
1138,WHEAT,WHEAT,,,,0.5,,,,,,,,,,,,,0.05,,,0.1,,,0.05,,,,,0.1,,,,,,,0.01,0.02,,,,,,,0.1,,,0.01,,0.05,,0.01,,,0.1,0.01,,,,,,,,,0.05,0.05,,,,,1.0,,0.01,,0.2,,,0.1,,0.02,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1,,,0.02,,,,0.01,,,,0.01,,,,0.01,,,,,,,,,,,,,,,,,,,5.0,,0.01,,,,0.01,,,,,0.3,,,0.05,,,,,0.01,,,,,,,,,,0.01,0.05,,,0.05,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,0.05,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.05,,,0.2,,,,,,,,,0.01,,,,,,0.1,0.02,0.02,,,,,,,,
1139,WHEAT STRAW,WHEAT STRAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
