Active Ingredient,Crop,MRL,Update Date,Pending for regulations update
"BIFENAZATE","DILL","1.000","2010-05-12T00:00:00",
"BIFENAZATE","MINT","1.000","2010-05-12T00:00:00",
"BIFENAZATE","PARSLEY (roots and leaves)","1.000","2010-05-12T00:00:00",
"BIFENAZATE","ROSMARINE","1.000","2010-05-12T00:00:00",
"BIFENAZATE","SAGE","1.000","2010-05-12T00:00:00",
"BIFENAZATE","ESTRAGON","1.000","2010-05-12T00:00:00",
"BIFENAZATE","ROKET",,"2019-04-11T00:00:00","1.000"
"BIFENAZATE","ROKULA","1.000","2010-05-12T00:00:00",
"BIFENAZATE","HYSSOP",,"2019-02-19T00:00:00","1.000"
"BIFENAZATE","SPRING ONION","1.000","2012-07-02T00:00:00",
"BIFENTHRIN","VETCH","0.010","2006-01-01T00:00:00",
"BIFENTHRIN","THYME","1.000","2010-06-21T00:00:00",
"BIFENTHRIN","GRAPES","2.000","2005-12-07T00:00:00",
"BIFENTHRIN","CITRUS FRUIT","0.050","2005-08-17T00:00:00",
"BIFENTHRIN","POTATO","0.050","1996-01-01T00:00:00",
"BIFENTHRIN","SMALL RADISH","0.020","2006-01-01T00:00:00",
"BIFENTHRIN","CELERIAC","1.000","2012-07-02T00:00:00",
"BIFENTHRIN","BRASSICA","0.200","2005-08-17T00:00:00",
"BIFENTHRIN","CABBAGE","0.200","2013-01-09T00:00:00",
"BIFENTHRIN","BROCCOLI","0.200","2021-08-17T00:00:00",
"BIFENTHRIN","CAULIFLOWER","0.200","2021-08-17T00:00:00",
"BIFENTHRIN","MELON","0.050","2000-01-01T00:00:00",
"BIFENTHRIN","SQUASH","0.020","2013-05-13T00:00:00",
"BIFENTHRIN","WATERMELON","0.050","2015-11-12T00:00:00",
"BIFENTHRIN","CHICK PEA","0.010","2010-06-21T00:00:00",
"BIFENTHRIN","BEET, GREENS","1.000","2014-03-19T00:00:00",
"BIFENTHRIN","CORIANDER","1.000","2009-10-13T00:00:00",
"BIFENTHRIN","LETTUCE","0.100","2015-11-12T00:00:00",
"BIFENTHRIN","PEPPER","0.200","2005-08-17T00:00:00",
"BIFENTHRIN","EGG PLANT","0.200","1996-01-01T00:00:00",
"BIFENTHRIN","SWEET CORN","0.020","2008-12-03T00:00:00",
"BIFENTHRIN","TOMATO","0.200","1996-01-01T00:00:00",
"BIFENTHRIN","RED SWEET PEPPER","0.200","2005-08-17T00:00:00",
"BIFENTHRIN","PEAS","0.300","2017-12-28T00:00:00",
"BIFENTHRIN","BEANS","0.020","2014-08-06T00:00:00",
"BIFENTHRIN","RADISH","0.200","2013-01-09T00:00:00","0.020"
"BIFENTHRIN","SWEET POTATO","0.020","2006-04-04T00:00:00",
"BIFENTHRIN","CARROT","0.050","2013-05-13T00:00:00",
"BIFENTHRIN","COTTON","0.020","1996-01-01T00:00:00",
"BIFENTHRIN","PEANUT","0.050","2005-08-17T00:00:00",
"BIFENTHRIN","ALMOND","0.200","2005-08-17T00:00:00",
"BIFENTHRIN","PECAN","0.200","1999-01-01T00:00:00",
"BIFENTHRIN","BANANA","0.100","2015-11-12T00:00:00",
"BIFENTHRIN","PERSIMMON","0.200","2002-04-14T00:00:00",
"BIFENTHRIN","POMEGRANATE","0.100","2006-01-01T00:00:00",
"BIFENTHRIN","APPLE","0.020","2015-11-12T00:00:00",
"BIFENTHRIN","PEAR","0.500","2002-04-14T00:00:00",
"BIFENTHRIN","PLUM","0.600","2017-07-24T00:00:00",
"BIFENTHRIN","APRICOT","0.600","2013-01-09T00:00:00",
"BIFENTHRIN","NECTARINE","0.600","2009-10-13T00:00:00",
"BIFENTHRIN","PEACH","0.600","2009-10-13T00:00:00",
"BIFENTHRIN","OLIVES","0.500","2005-08-17T00:00:00",
"BIFENTHRIN","BARLEY","0.010","2013-01-09T00:00:00",
"BIFENTHRIN","WHEAT","0.050","2008-03-25T00:00:00",
"BIFENTHRIN","BASIL","1.000","2010-06-21T00:00:00",
"BIFENTHRIN","CHIVES","1.000","2009-10-13T00:00:00",
"BIFENTHRIN","DILL","1.000","2009-10-13T00:00:00",
"BIFENTHRIN","MINT","1.000","2010-06-21T00:00:00",
"BIFENTHRIN","PARSLEY (roots and leaves)","1.000","2009-10-13T00:00:00",
"BIFENTHRIN","ROSMARINE","1.000","2010-06-21T00:00:00",
"BIFENTHRIN","SAGE","1.000","2010-06-21T00:00:00",
"BIFENTHRIN","ESTRAGON","1.000","2010-06-21T00:00:00",
"BIFENTHRIN","ROKET",,"2019-04-11T00:00:00","1.000"
"BIFENTHRIN","ROKULA","1.000","2010-06-21T00:00:00",
"BIFENTHRIN","SPRING ONION","1.000","2012-07-02T00:00:00",
"BIFENTHRIN","TATSUI LEAVES","1.000","2014-03-19T00:00:00",
"BITERTANOL","APPLE","2.000","1998-11-01T00:00:00","יתבטל"
"BITERTANOL","PEAR","2.000","1998-11-01T00:00:00","יתבטל"
"BITERTANOL","PLUM","2.000","1996-01-01T00:00:00","יתבטל"
"BOSCALID","THYME","4.000","2013-06-11T00:00:00",
"BOSCALID","GRAPES","6.000","2013-03-13T00:00:00",
"BOSCALID","STRAWBERRY","2.000","2006-08-02T00:00:00",
"BOSCALID","CITRUS FRUIT","0.100","2007-05-06T00:00:00",
"BOSCALID","MELISA","4.000","2013-06-11T00:00:00",
"BOSCALID","POTATO","0.030","2003-11-05T00:00:00","0.050"
"BOSCALID","CELERIAC","2.000","2006-08-23T00:00:00",
"BOSCALID","CABBAGE",,"2021-08-23T00:00:00","0.200"
"BOSCALID","BROCCOLI",,"2021-08-23T00:00:00","0.500"
"BOSCALID","CAULIFLOWER",,"2021-08-30T00:00:00","0.200"
"BOSCALID","MELON","0.200","2013-03-13T00:00:00",
"BOSCALID","CUCUMBER","0.300","2011-01-11T00:00:00",
"BOSCALID","PUMPKINS","0.200","2010-06-21T00:00:00",
"BOSCALID","SQUASH","0.200","2005-09-19T00:00:00",
"BOSCALID","WATERMELON","0.050","2013-03-13T00:00:00",
"BOSCALID","CHICK PEA","0.500","2010-10-04T00:00:00",
"BOSCALID","CORIANDER","4.000","2009-06-02T00:00:00",
"BOSCALID","PEPPER","0.300","2009-04-05T00:00:00",
"BOSCALID","EGG PLANT","0.300","2015-11-12T00:00:00",
"BOSCALID","TOMATO","0.300","2015-11-12T00:00:00",
"BOSCALID","PEAS","0.020","2010-06-21T00:00:00",
"BOSCALID","SCARLET","0.200","2010-06-21T00:00:00",
"BOSCALID","SWEET POTATO","1.000","2008-06-10T00:00:00",
"BOSCALID","BEETROOT",,"2022-12-04T00:00:00","0.400"
"BOSCALID","CARROT","0.400","2009-04-05T00:00:00",
"BOSCALID","ONION","1.500","2009-04-05T00:00:00",
"BOSCALID","COTTON","0.200","2003-11-05T00:00:00",
"BOSCALID","PEANUT","0.050","2011-01-11T00:00:00",
"BOSCALID","ALMOND","5.000","2012-08-26T00:00:00",
"BOSCALID","GARLIC","1.500","2009-04-05T00:00:00",
"BOSCALID","MANGO","0.020","2008-12-03T00:00:00",
"BOSCALID","PERSIMMON","0.050","2010-06-21T00:00:00",
"BOSCALID","APPLE","1.000","2008-12-03T00:00:00",
"BOSCALID","PEAR","0.010","2017-08-30T00:00:00","1.000"
"BOSCALID","APRICOT","1.000","2015-11-12T00:00:00",
"BOSCALID","NECTARINE","1.000","2011-01-11T00:00:00",
"BOSCALID","PEACH","3.000","2015-11-12T00:00:00",
"BOSCALID","BASIL","4.000","2013-06-11T00:00:00",
"BOSCALID","CHIVES","4.000","2006-10-23T00:00:00",
"BOSCALID","DILL","4.000","2009-06-02T00:00:00",
"BOSCALID","MARJORAM","4.000","2013-06-11T00:00:00",
"BOSCALID","MINT","4.000","2013-06-11T00:00:00",
"BOSCALID","PARSLEY (roots and leaves)","4.000","2006-08-23T00:00:00",
"BOSCALID","ROSMARINE","4.000","2013-06-11T00:00:00",
"BOSCALID","SAGE","4.000","2013-06-11T00:00:00",
"BOSCALID","ESTRAGON","4.000","2013-06-11T00:00:00",
"BOSCALID","ROKET",,"2019-04-11T00:00:00","4.000"
"BOSCALID","ROKULA","4.000","2013-06-11T00:00:00",
"BOSCALID","SPRING ONION",,"2023-02-01T00:00:00","0.300"
"BROMACIL","CITRUS FRUIT","0.100","1999-01-01T00:00:00",
"BROMOPROPYLATE","GRAPES","2.000","2007-05-06T00:00:00","יתבטל"
"BROMOPROPYLATE","CITRUS FRUIT","2.000","1996-01-01T00:00:00","יתבטל"
"BROMOPROPYLATE","APPLE","2.000","2007-05-06T00:00:00","יתבטל"
"BROMOXYNIL","COTTON","0.100","1999-01-01T00:00:00",
"BROMOXYNIL","BARLEY","0.100","2013-01-10T00:00:00",
"BROMOXYNIL","WHEAT","0.100","2013-01-10T00:00:00",
"BROMUCONAZOLE","BROCCOLI","0.050","1996-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","CAULIFLOWER","0.050","1996-01-01T00:00:00",
"BROMUCONAZOLE","MELON","0.050","1996-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","CUCUMBER","0.050","1996-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","SQUASH","0.050","1996-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","WATERMELON","0.050","1999-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","PEPPER","0.050","1996-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","TOMATO","0.050","1996-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","RED SWEET PEPPER","0.050","1996-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","SCARLET","0.050","1996-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","CARROT","0.050","1996-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","APPLE","0.050","1996-01-01T00:00:00","יתבטל"
"BROMUCONAZOLE","PEACH","0.050","1996-01-01T00:00:00","יתבטל"
"BUPIRIMATE","GRAPES","0.200","2017-12-28T00:00:00",
"BUPIRIMATE","STRAWBERRY","0.200","2003-07-29T00:00:00",
"BUPIRIMATE","MELON","0.030","2003-07-29T00:00:00",
"BUPIRIMATE","CUCUMBER","0.030","2005-12-11T00:00:00",
"BUPIRIMATE","PUMPKINS","0.050","2007-08-30T00:00:00",
"BUPIRIMATE","SQUASH","0.050","2007-02-26T00:00:00",
"BUPIRIMATE","WATERMELON","0.010","2014-08-04T00:00:00",
"BUPIRIMATE","SCARLET","0.050","2013-01-10T00:00:00",
"BUPIRIMATE","CARROT","0.050","2014-02-16T00:00:00",
"BUPIRIMATE","MANGO","0.020","2015-11-12T00:00:00",
"BUPIRIMATE","APPLE","0.030","2004-10-14T00:00:00",
"BUPIRIMATE","NECTARINE","0.200","2004-09-25T00:00:00",
"BUPIRIMATE","PEACH","0.200","2004-09-25T00:00:00",
"BUPROFEZIN","THYME","4.000","2014-02-16T00:00:00",
"BUPROFEZIN","GRAPES","2.000","2012-02-13T00:00:00",
"BUPROFEZIN","CITRUS FRUIT","0.300","2014-03-19T00:00:00",
"BUPROFEZIN","MELON","1.000","1998-11-01T00:00:00",
"BUPROFEZIN","CUCUMBER","1.000","1998-11-01T00:00:00",
"BUPROFEZIN","WATERMELON",,"2022-12-26T00:00:00","0.040"
"BUPROFEZIN","PEPPER","0.300","1996-01-01T00:00:00",
"BUPROFEZIN","EGG PLANT","0.200","1996-01-01T00:00:00",
"BUPROFEZIN","TOMATO","0.300","2014-08-04T00:00:00",
"BUPROFEZIN","COTTON","0.100","1996-01-01T00:00:00",
"BUPROFEZIN","ALMOND","0.020","2012-01-10T00:00:00",
"BUPROFEZIN","OREGANO","4.000","2010-06-21T00:00:00",
"BUPROFEZIN","MANGO",,"2022-12-26T00:00:00","0.020"
"BUPROFEZIN","PERSIMMON","0.100","1996-01-01T00:00:00",
"BUPROFEZIN","POMEGRANATE","0.400","2014-08-06T00:00:00",
"BUPROFEZIN","APPLE","0.100","1996-01-01T00:00:00",
"BUPROFEZIN","PLUM","0.400","2012-02-13T00:00:00",
"BUPROFEZIN","NECTARINE","0.400","2012-02-13T00:00:00",
"BUPROFEZIN","PEACH","0.400","2011-11-14T00:00:00",
"BUPROFEZIN","GUAVA",,"2018-09-04T00:00:00","0.150"
"BUPROFEZIN","BASIL","4.000","2010-06-21T00:00:00",
"BUPROFEZIN","MARJORAM","4.000","2010-06-21T00:00:00",
"BUPROFEZIN","MINT","4.000","2010-06-21T00:00:00",
"BUPROFEZIN","ROSMARINE","4.000","2010-06-21T00:00:00",
"BUPROFEZIN","SAGE","4.000","2010-06-21T00:00:00",
"BUPROFEZIN","ESTRAGON","4.000","2010-06-21T00:00:00",
"CAPTAN","GRAPES","5.000","1996-01-01T00:00:00",
"CAPTAN","STRAWBERRY","15.000","2005-08-18T00:00:00",
"CAPTAN","CITRUS FRUIT","15.000","1996-01-01T00:00:00",
"CAPTAN","PEANUT","0.050","2005-08-18T00:00:00",
"CAPTAN","ALMOND","5.000","1996-01-01T00:00:00",
"CAPTAN","KIWI","15.000","2007-01-01T00:00:00",
"CAPTAN","PERSIMMON","10.000","1996-01-01T00:00:00",
"CAPTAN","APPLE","10.000","1998-11-01T00:00:00",
"CAPTAN","LOQUAT","5.000","1998-11-01T00:00:00",
"CAPTAN","PEAR","10.000","1998-11-01T00:00:00",
"CAPTAN","QUINCE","10.000","1998-11-01T00:00:00",
"CAPTAN","PLUM","5.000","1998-11-01T00:00:00",
"CAPTAN","APRICOT","15.000","1996-01-01T00:00:00",
"CAPTAN","CHERRY",,"2023-03-15T00:00:00","1.000"
"CAPTAN","NECTARINE","15.000","2004-07-13T00:00:00",
"CAPTAN","PEACH","15.000","1996-01-01T00:00:00",
"CARBARYL","EGGS","0.050","2013-01-10T00:00:00",
"CARBARYL","POULTRY MEAT","0.050","2013-01-10T00:00:00",
"CARBARYL","POULTRY OFFAL","0.050","2013-01-23T00:00:00",
"CARBENDAZIM","STRAWBERRY","5.000","1996-01-01T00:00:00","יתבטל"
"CARBENDAZIM","CELERIAC","2.000","1996-01-01T00:00:00","יתבטל"
"CARBENDAZIM","MELON","2.000","1996-01-01T00:00:00","יתבטל"
"CARBENDAZIM","CUCUMBER","0.100","2005-08-18T00:00:00",
"CARBENDAZIM","PUMPKINS","0.200","2015-11-16T00:00:00","יתבטל"
"CARBENDAZIM","SQUASH","0.100","2005-08-18T00:00:00",
"CARBENDAZIM","LETTUCE","5.000","1996-01-01T00:00:00",
"CARBENDAZIM","PEPPER","0.100","2005-08-18T00:00:00","יתבטל"
"CARBENDAZIM","EGG PLANT","0.100","2005-08-18T00:00:00","יתבטל"
"CARBENDAZIM","TOMATO","0.100","1996-01-01T00:00:00",
"CARBENDAZIM","SCARLET","0.200","2015-11-16T00:00:00","יתבטל"
"CARBENDAZIM","CARROT","0.200","2005-08-18T00:00:00",
"CARBENDAZIM","PEANUT","0.100","2013-01-10T00:00:00",
"CARBENDAZIM","ALMOND","0.100","1996-01-01T00:00:00",
"CARBENDAZIM","APPLE","3.000","2005-08-18T00:00:00",
"CARBENDAZIM","PEAR","3.000","2005-08-18T00:00:00",
"CARBENDAZIM","PLUM","0.200","2009-10-13T00:00:00",
"CARBENDAZIM","APRICOT","0.100","2009-10-13T00:00:00",
"CARBOXIN","CHICK PEA","0.010","2013-01-10T00:00:00",
"CARBOXIN","MEAT","0.010","2013-01-10T00:00:00",
"CARBOXIN","COTTON","0.010","2013-01-10T00:00:00",
"CARBOXIN","BARLEY","0.010","2013-01-10T00:00:00",
"CARBOXIN","CORN","0.010","2013-01-10T00:00:00",
"CARBOXIN","WHEAT","0.010","2013-01-10T00:00:00",
"CARFENTRAZONE ETHYL","VETCH","0.020","2013-01-10T00:00:00",
"CARFENTRAZONE ETHYL","GRAPES","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","CITRUS FRUIT","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","POTATO","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","WATERMELON","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","CHICK PEA","0.010","2009-10-13T00:00:00",
"CARFENTRAZONE ETHYL","RED SWEET PEPPER","0.200","2008-07-30T00:00:00",
"CARFENTRAZONE ETHYL","ONION","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","COTTON","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","PEANUT","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","SUNFLOWER","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","ALMOND","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","AVOCADO","0.080","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","MANGO","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","PERSIMMON","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","POMEGRANATE","0.020","2009-10-13T00:00:00",
"CARFENTRAZONE ETHYL","APPLE","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","PEAR","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","PLUM","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","NECTARINE","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","PEACH","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","DATE","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","OLIVES","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","CORN","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","OAT","0.020","2009-02-05T00:00:00",
"CARFENTRAZONE ETHYL","SORGHUM","0.020","2013-01-10T00:00:00",
"CARFENTRAZONE ETHYL","WHEAT","0.020","2009-02-05T00:00:00",
"CHLORANTRANILIPROLE","THYME",,"2021-02-25T00:00:00","8.000"
"CHLORANTRANILIPROLE","GRAPES","0.400","2011-07-24T00:00:00","1.000"
"CHLORANTRANILIPROLE","STRAWBERRY","0.500","2012-07-26T00:00:00",
"CHLORANTRANILIPROLE","CITRUS FRUIT",,"2019-06-10T00:00:00","0.100"
"CHLORANTRANILIPROLE","POTATO","0.010","2013-03-13T00:00:00","0.030"
"CHLORANTRANILIPROLE","SMALL RADISH","0.050","2015-11-15T00:00:00",
"CHLORANTRANILIPROLE","CELERIAC",,"2021-01-12T00:00:00","1.000"
"CHLORANTRANILIPROLE","CABBAGE","0.200","2011-07-24T00:00:00","2.000"
"CHLORANTRANILIPROLE","BROCCOLI","0.200","2011-07-24T00:00:00","1.500"
"CHLORANTRANILIPROLE","CAULIFLOWER","0.200","2011-07-24T00:00:00","0.500"
"CHLORANTRANILIPROLE","MELON","0.020","2014-03-02T00:00:00",
"CHLORANTRANILIPROLE","CUCUMBER","0.020","2014-02-16T00:00:00",
"CHLORANTRANILIPROLE","SQUASH","0.020","2014-03-02T00:00:00",
"CHLORANTRANILIPROLE","CHICK PEA","0.050","2015-11-15T00:00:00","0.200"
"CHLORANTRANILIPROLE","CORIANDER",,"2021-02-25T00:00:00","8.000"
"CHLORANTRANILIPROLE","LETTUCE","0.200","2011-07-24T00:00:00","20.000"
"CHLORANTRANILIPROLE","PEPPER","0.200","2020-01-22T00:00:00","1.000"
"CHLORANTRANILIPROLE","EGG PLANT",,"2018-09-04T00:00:00","0.010"
"CHLORANTRANILIPROLE","TOMATO","0.050","2011-05-17T00:00:00","0.600"
"CHLORANTRANILIPROLE","RED SWEET PEPPER","0.010","2015-11-17T00:00:00",
"CHLORANTRANILIPROLE","PEAS","0.050","2013-03-13T00:00:00",
"CHLORANTRANILIPROLE","BEANS","0.050","2013-03-13T00:00:00",
"CHLORANTRANILIPROLE","SWEET POTATO","0.050","2012-05-06T00:00:00",
"CHLORANTRANILIPROLE","BEETROOT",,"2023-09-27T00:00:00","0.050"
"CHLORANTRANILIPROLE","CARROT","0.050","2012-05-03T00:00:00",
"CHLORANTRANILIPROLE","ONION","0.050","2012-11-18T00:00:00",
"CHLORANTRANILIPROLE","COTTON","0.050","2012-11-18T00:00:00","0.300"
"CHLORANTRANILIPROLE","PEANUT","0.050","2012-02-15T00:00:00",
"CHLORANTRANILIPROLE","SUNFLOWER","0.010","2015-11-17T00:00:00",
"CHLORANTRANILIPROLE","ALMOND","0.050","2012-11-18T00:00:00",
"CHLORANTRANILIPROLE","OREGANO",,"2021-02-25T00:00:00","8.000"
"CHLORANTRANILIPROLE","POMEGRANATE","0.200","2013-03-13T00:00:00","0.400"
"CHLORANTRANILIPROLE","APPLE","0.200","2011-07-24T00:00:00","0.400"
"CHLORANTRANILIPROLE","PEAR","0.200","2011-07-24T00:00:00",
"CHLORANTRANILIPROLE","PLUM","0.300","2014-03-06T00:00:00","1.000"
"CHLORANTRANILIPROLE","APRICOT","0.300","2014-03-06T00:00:00","1.000"
"CHLORANTRANILIPROLE","CHERRY",,"2024-09-09T00:00:00","0.300"
"CHLORANTRANILIPROLE","NECTARINE","0.300","2014-03-06T00:00:00","1.000"
"CHLORANTRANILIPROLE","PEACH","0.300","2014-03-06T00:00:00","1.000"
"CHLORANTRANILIPROLE","DATE","0.150","2016-08-07T00:00:00",
"CHLORANTRANILIPROLE","OLIVES","0.100","2012-01-10T00:00:00",
"CHLORANTRANILIPROLE","CORN","0.010","2010-06-21T00:00:00",
"CHLORANTRANILIPROLE","BASIL",,"2021-02-25T00:00:00","8.000"
"CHLORANTRANILIPROLE","CHIVES",,"2021-01-12T00:00:00","3.000"
"CHLORANTRANILIPROLE","DILL",,"2021-02-25T00:00:00","8.000"
"CHLORANTRANILIPROLE","MINT",,"2021-01-12T00:00:00","8.000"
"CHLORANTRANILIPROLE","PARSLEY (roots and leaves)",,"2021-01-12T00:00:00","8.000"
"CHLORANTRANILIPROLE","ROSMARINE",,"2021-02-25T00:00:00","8.000"
"CHLORANTRANILIPROLE","SAGE",,"2021-02-25T00:00:00","8.000"
"CHLORANTRANILIPROLE","ESTRAGON",,"2021-02-25T00:00:00","8.000"
"CHLORANTRANILIPROLE","ROKET",,"2021-01-12T00:00:00","6.000"
"CHLORANTRANILIPROLE","ROKULA",,"2021-01-12T00:00:00","6.000"
"CHLORDANE","VEGETABLES","0.020","1996-01-01T00:00:00",
"CHLORDANE","FRUITS","0.020","2005-08-21T00:00:00",
"CHLORDANE","MILK","0.002","1999-01-01T00:00:00",
"CHLORDANE","MEAT","0.050","2013-01-23T00:00:00",
"CHLORDANE","EGGS","0.020","1999-01-01T00:00:00",
"CHLORDANE","POULTRY MEAT","0.500","1999-01-01T00:00:00",
"CHLORFENAPYR","CUCUMBER","0.050","1997-12-18T00:00:00",
"CHLORFENAPYR","PEPPER","0.100","1997-12-18T00:00:00",
"CHLORFENAPYR","TOMATO","0.500","2012-01-29T00:00:00",
"CHLORFLUAZURON","ALFALFA","0.500","1996-01-01T00:00:00",
"CHLORFLUAZURON","THYME","2.000","2005-08-21T00:00:00",
"CHLORFLUAZURON","STRAWBERRY","0.100","1996-01-01T00:00:00",
"CHLORFLUAZURON","POTATO","0.500","1996-01-01T00:00:00",
"CHLORFLUAZURON","ARTICHOKE","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","CABBAGE","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","BROCCOLI","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","CAULIFLOWER","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","CUCUMBER","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","SQUASH","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","WATERMELON","0.200","2013-01-10T00:00:00",
"CHLORFLUAZURON","CORIANDER","2.000","2005-08-21T00:00:00",
"CHLORFLUAZURON","CHINESE CABBAGE","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","LETTUCE","0.200","2008-01-02T00:00:00",
"CHLORFLUAZURON","PEPPER","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","EGG PLANT","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","TOMATO","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","RED SWEET PEPPER","0.200","2013-01-10T00:00:00",
"CHLORFLUAZURON","BEANS","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","SWEET POTATO","0.500","2013-01-10T00:00:00",
"CHLORFLUAZURON","CARROT","0.200","1996-01-01T00:00:00",
"CHLORFLUAZURON","COTTON","0.500","1996-01-01T00:00:00",
"CHLORFLUAZURON","PEANUT","0.200","2013-01-10T00:00:00",
"CHLORFLUAZURON","CORN","0.010","2005-12-11T00:00:00",
"CHLORFLUAZURON","CHIVES","2.000","2005-08-21T00:00:00",
"CHLORFLUAZURON","MARJORAM","2.000","2005-08-21T00:00:00",
"CHLORFLUAZURON","PARSLEY (roots and leaves)","2.000","2007-05-17T00:00:00",
"CHLORFLUAZURON","SAGE","2.000","2005-08-21T00:00:00",
"CHLORFLUAZURON","ESTRAGON","2.000","2005-08-21T00:00:00",
"CHLORIDAZON","FODDER BEET","0.010","1999-01-01T00:00:00",
"CHLORIDAZON","SUGAR BEET","0.010","1999-01-01T00:00:00",
"CHLORMEQUAT CHLORIDE","WHEAT STRAW","50.000","2000-04-29T00:00:00",
"CHLORMEQUAT CHLORIDE","CITRUS FRUIT","3.000","2000-04-29T00:00:00",
"CHLORMEQUAT CHLORIDE","MILK","0.500","2005-08-22T00:00:00",
"CHLORMEQUAT CHLORIDE","MEAT","0.200","2005-08-22T00:00:00",
"CHLORMEQUAT CHLORIDE","EDIBLE OFFAL","0.500","2005-08-22T00:00:00",
"CHLORMEQUAT CHLORIDE","EGGS","0.100","2005-08-22T00:00:00",
"CHLORMEQUAT CHLORIDE","POULTRY MEAT","0.040","2005-08-22T00:00:00",
"CHLORMEQUAT CHLORIDE","PEAR","3.000","2000-04-29T00:00:00",
"CHLORMEQUAT CHLORIDE","POULTRY OFFAL","0.100","2005-08-22T00:00:00",
"CHLOROTHALONIL","THYME","1.000","2011-03-01T00:00:00",
"CHLOROTHALONIL","STRAWBERRY","5.000","1996-01-01T00:00:00",
"CHLOROTHALONIL","POTATO","0.200","1996-01-01T00:00:00",
"CHLOROTHALONIL","CELERIAC","3.000","2005-08-22T00:00:00",
"CHLOROTHALONIL","BROCCOLI",,"2021-08-23T00:00:00","0.080"
"CHLOROTHALONIL","MELON","2.000","2013-01-10T00:00:00",
"CHLOROTHALONIL","CUCUMBER","5.000","1996-01-01T00:00:00",
"CHLOROTHALONIL","WATERMELON","2.000","2013-01-10T00:00:00",
"CHLOROTHALONIL","CHICK PEA","1.000","1996-01-01T00:00:00",
"CHLOROTHALONIL","CORIANDER","0.050","2005-08-22T00:00:00",
"CHLOROTHALONIL","TOMATO","5.000","1996-01-01T00:00:00",
"CHLOROTHALONIL","PEAS","1.000","2006-11-23T00:00:00",
"CHLOROTHALONIL","CARROT","1.000","1996-01-01T00:00:00",
"CHLOROTHALONIL","ONION","0.500","1996-01-01T00:00:00",
"CHLOROTHALONIL","PEANUT","0.050","1996-01-01T00:00:00",
"CHLOROTHALONIL","ALMOND","1.000","2005-08-22T00:00:00",
"CHLOROTHALONIL","GARLIC","0.020","2009-06-23T00:00:00",
"CHLOROTHALONIL","PERSIMMON","0.020","2009-06-02T00:00:00",
"CHLOROTHALONIL","APPLE","0.050","2015-11-17T00:00:00",
"CHLOROTHALONIL","APRICOT","0.200","2013-01-10T00:00:00",
"CHLOROTHALONIL","NECTARINE","0.200","2013-01-10T00:00:00",
"CHLOROTHALONIL","PEACH","0.200","2013-01-10T00:00:00",
"CHLOROTHALONIL","OLIVES","0.100","2010-11-25T00:00:00",
"CHLOROTHALONIL","WHEAT","0.100","1996-01-01T00:00:00",
"CHLOROTHALONIL","BASIL","1.000","2011-03-01T00:00:00",
