Commodity_Name,Commodity_Code,Pesticide_Name,MRL_Value,Flag_Po_Fat,Year_Legal_CAC,Full_Notes,Year_Science_JMPR,Flag_Status,Is_LOD,Commodity_ID,Pesticide_ID,crop_id_mapping,crop_name_mapping,crop_reasoning,pesticide_id_mapping,pesticide_name_mapping,pesticide_reasoning
"Alfalfa, hay and/or straw",AL 1020,Saflufenacil,0.06,,2017.0,,2016,,False,,251.0,8,ALFALFA,"Alfalfa הוא תרגום ישיר של אספסת (ID 8). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא אספסת.",247,SAFLUFENACIL,'Saflufenacil' תואם בדיוק ל-'SAFLUFENACIL' (מזהה 247) ברשימת הייחוס.
"Alfalfa, hay and/or straw",AL 1020,Picoxystrobin,10.0,(dw),2021.0,((dw)),2019,,False,,258.0,8,ALFALFA,"Alfalfa הוא תרגום ישיר של אספסת (ID 8). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא אספסת.",216,PICOXYSTROBIN,Picoxystrobin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 216).
"Alfalfa, hay and/or straw",AL 1020,Cypermethrins (including alpha- and zeta- cypermethrin),30.0,,2009.0,,2008,,False,,118.0,8,ALFALFA,"Alfalfa הוא תרגום ישיר של אספסת (ID 8). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא אספסת.",66,CYPERMETHRIN,"'Cypermethrins (including alpha- and zeta- cypermethrin)' מתייחס לכלל קבוצת הציפרמתרינים, והשם 'CYERMETHRIN' (ID 66) הוא ההתאמה הקרובה ביותר."
"Alfalfa, hay and/or straw",AL 1020,Pendimethalin,4.0,(dw),2017.0,((dw)),2016,,False,,292.0,8,ALFALFA,"Alfalfa הוא תרגום ישיר של אספסת (ID 8). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא אספסת.",211,PENDIMETHALIN,Pendimethalin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 211).
"Alfalfa, hay and/or straw",AL 1020,Chlorantraniliprole,50.0,,2011.0,,2010,,False,,230.0,8,ALFALFA,"Alfalfa הוא תרגום ישיר של אספסת (ID 8). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא אספסת.",39,CHLORANTRANILIPROLE,Chlorantraniliprole הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 39).
"Alfalfa, hay and/or straw",AL 1020,Permethrin,100.0,(dw),,((dw)),,,False,,120.0,8,ALFALFA,"Alfalfa הוא תרגום ישיר של אספסת (ID 8). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא אספסת.",214,PERMETHRIN,Permethrin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 214).
"Alfalfa, hay and/or straw",AL 1020,Penthiopyrad,20.0,(DM),2014.0,((DM)),2012,,False,,253.0,8,ALFALFA,"Alfalfa הוא תרגום ישיר של אספסת (ID 8). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא אספסת.",213,PENTHIOPYRAD,Penthiopyrad הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 213).
"Alfalfa, hay and/or straw",AL 1020,Clethodim,10.0,,2003.0,[CCPR: Recommended for withdrawal],1997,,False,,187.0,8,ALFALFA,"Alfalfa הוא תרגום ישיר של אספסת (ID 8). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא אספסת.",51,CLETHODIM,Clethodim הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 51).
"Alfalfa, hay and/or straw",AL 1020,Glyphosate,500.0,,2006.0,,2005,,False,,158.0,8,ALFALFA,"Alfalfa הוא תרגום ישיר של אספסת (ID 8). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא אספסת.",146,GLYPHOSATE,Glyphosate הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 146).
"Alfalfa, hay and/or straw",AL 1020,Pyraclostrobin,30.0,,2012.0,,2011,,False,,210.0,8,ALFALFA,"Alfalfa הוא תרגום ישיר של אספסת (ID 8). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא אספסת.",232,PYRACLOSTROBIN,Pyraclostrobin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 232).
"Clover, hay and/or straw",AL 1031,Afidopyropen,10.0,(dw),2023.0,((dw)),2022,,False,,312.0,137,CLOVER,"Clover הוא תרגום ישיר של תלתן (ID 137). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא תלתן.",11,AFIDOPYROPEN,"'Afidopyropen' הוא שם מסחרי/כימי של 'AFIDOPYROPEN' (ID 11) ברשימה, התאמה מדויקת."
"Clover, hay and/or straw",AL 1031,Disulfoton,10.0,,,,,,False,,74.0,137,CLOVER,"Clover הוא תרגום ישיר של תלתן (ID 137). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא תלתן.",,,Disulfoton אינו מופיע ברשימת חומרי ההדברה ולכן אין התאמה.
"Clover, hay and/or straw",AL 1031,Imazethapyr,1.5,(dw),2017.0,((dw)),2016,,False,,289.0,137,CLOVER,"Clover הוא תרגום ישיר של תלתן (ID 137). הביטוי 'hay and/or straw' מתייחס לתוצרי המספוא של הגידול, אך הגידול עצמו הוא תלתן.",156,IMAZETHAPYR,'Imazethapyr' זהה לאיות ברשימת הייחוס (ID 156).
Legume animal feeds,AL 0157,Pydiflumetofen,30.0,(dw),2021.0,((dw)),2019,,False,,309.0,111,LEGUMS,"המונח 'Legume animal feeds' מתייחס למספוא מקטניות, והערך 'קטניות' (ID 111) הוא הקרוב ביותר ברשימת הייחוס.",,,'Pydiflumetofen' אינו מופיע ברשימת חומרי ההדברה ולכן אין התאמה.
Legume animal feeds,AL 0157,Spirotetramat,30.0,,2012.0,,2011,,False,,234.0,111,LEGUMS,"המונח 'Legume animal feeds' מתייחס למספוא מקטניות, והערך 'קטניות' (ID 111) הוא הקרוב ביותר ברשימת הייחוס.",252,SPIROTETRAMAT,'Spirotetramat' מופיע ברשימת חומרי ההדברה (ID 252) כהתאמה מדויקת.
Legume animal feeds,AL 0157,Acetochlor,3.0,(dw),2021.0,[Note: Except alfalfa hay.] ((dw)),2019,,False,,280.0,111,LEGUMS,"המונח 'Legume animal feeds' מתייחס למספוא מקטניות, והערך 'קטניות' (ID 111) הוא הקרוב ביותר ברשימת הייחוס.",,,'Acetochlor' אינו מופיע ברשימת הייחוס ולכן לא נמצאה התאמה.
Legume animal feeds,AL 0157,Cyantraniliprole,0.8,(dw),2014.0,((dw)),2013,,False,,263.0,111,LEGUMS,"המונח 'Legume animal feeds' מתייחס למספוא מקטניות, והערך 'קטניות' (ID 111) הוא הקרוב ביותר ברשימת הייחוס.",58,CYANTRANILIPROLE,"'Cyantraniliprole' הוא שם זהה לרשימת הייחוס (CYANTRANILIPROLE, מזהה 58)."
Legume animal feeds,AL 0157,Myclobutanil,0.2,,2015.0,,2014,,False,,181.0,111,LEGUMS,"המונח 'Legume animal feeds' מתייחס למספוא מקטניות, והערך 'קטניות' (ID 111) הוא הקרוב ביותר ברשימת הייחוס.",197,MYCLOBUTANIL,'Myclobutanil' הוא שם זהה ל-'MYCLOBUTANIL' (ID 197) ברשימת הייחוס.
"Soya bean, hay and/or straw",AL 0541,Imazamox,0.01,,2015.0,(LOD),2014,,True,,276.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",153,IMAZAMOX,Imazamox הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 153).
"Soya bean, hay and/or straw",AL 0541,Fluxapyroxad,30.0,(dw),2013.0,((dw)),2012,,False,,256.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",138,FLUXAPYROXAD,'Fluxapyroxad' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 138).
"Soya bean, hay and/or straw",AL 0541,Sulfoxaflor,3.0,,2013.0,,2011,,False,,252.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",256,SULFOXAFLOR,'Sulfoxaflor' זהה לאיות ברשימת הייחוס (ID 256).
"Soya bean, hay and/or straw",AL 0541,Cyantraniliprole,80.0,(DM),2016.0,((DM)),2015,,False,,263.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",58,CYANTRANILIPROLE,"'Cyantraniliprole' הוא שם זהה לרשימת הייחוס (CYANTRANILIPROLE, מזהה 58)."
"Soya bean, hay and/or straw",AL 0541,"2,4-D",0.01,,2003.0,(LOD),1998,,True,,20.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",4,"2,4-D","'2,4-D' מופיע בדיוק באותו אופן ברשימת הייחוס (ID 4)."
"Soya bean, hay and/or straw",AL 0541,Chlorfenapyr,7.0,(DM),2018.0,((DM)),2018,,False,,254.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",41,CHLORFENAPYR,'Chlorfenapyr' זהה לאיות ברשימת הייחוס (ID 41).
"Soya bean, hay and/or straw",AL 0541,Methomyl,0.2,,2004.0,,2001,,False,,94.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",188,METHOMYL,'Methomyl' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 188).
"Soya bean, hay and/or straw",AL 0541,Cyfluthrin/beta-cyfluthrin,4.0,,2013.0,,2012,,False,,157.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",63,CYFLUTHRIN,"'Cyfluthrin/beta-cyfluthrin' מתייחס ל-CYFLUTHRIN (ID 63), כאשר beta-cyfluthrin הוא איזומר של אותו חומר. לכן זו התאמה מתאימה."
"Soya bean, hay and/or straw",AL 0541,Quintozene,0.01,,2003.0,[CCPR: Recommended withdrawal by JMPR (2022)] (LOD),1998,,True,,64.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",208,PCNB (QUINTOZENE),'Quintozene' הוא שם נרדף ל-'PCNB (QUINTOZENE)' (ID 208) ברשימת הייחוס.
"Soya bean, hay and/or straw",AL 0541,Carbaryl,15.0,,2004.0,,2002,,False,,8.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",35,CARBARYL,'Carbaryl' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 35).
"Soya bean, hay and/or straw",AL 0541,Tioxazafen,0.4,(DM),2019.0,((DM)),2018,,False,,311.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",,,'Tioxazafen' אינו מופיע ברשימת חומרי ההדברה. ייתכן שמדובר בשם מסחרי חדש או חומר שאינו כלול ברשימה.
"Soya bean, hay and/or straw",AL 0541,Fluazifop-p-butyl,4.0,(dw),2017.0,((dw)),2016,,False,,283.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",118,FLUAZIFOP-P-BUTYL,'Fluazifop-p-butyl' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 118).
"Soya bean, hay and/or straw",AL 0541,Propiconazole,5.0,,2008.0,,2007,,False,,160.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",,,'Propiconazole' אינו מופיע ברשימת הייחוס ולכן לא ניתן למפות.
"Soya bean, hay and/or straw",AL 0541,Mefentrifluconazole,20.0,(dw),2023.0,((dw)),2022,,False,,320.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",,,'Mefentrifluconazole' אינו מופיע ברשימת הייחוס ולכן לא נמצאה התאמה.
"Soya bean, hay and/or straw",AL 0541,Flubendiamide,60.0,,2011.0,,2010,,False,,242.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",120,FLUBENDIAMIDE,'Flubendiamide' הוא התאמה מדויקת ל-FLUBENDIAMIDE (ID 120) ברשימת הייחוס.
"Soya bean, hay and/or straw",AL 0541,Isocycloseram,20.0,,2024.0,,2023,,False,,334.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",,,'Isocycloseram' אינו מופיע ברשימת חומרי ההדברה. ייתכן שמדובר בשם מסחרי חדש או חומר שאינו כלול ברשימה.
"Soya bean, hay and/or straw",AL 0541,Azoxystrobin,100.0,,2009.0,,2008,,False,,229.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",19,AZOXYSTROBIN,'Azoxystrobin' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 19).
"Soya bean, hay and/or straw",AL 0541,Fluopyram,35.0,,2018.0,,2017,,False,,243.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",129,FLUOPYRAM,'Fluopyram' הוא התאמה מדויקת ל-FLUOPYRAM (ID 129) ברשימת הייחוס.
"Soya bean, hay and/or straw",AL 0541,Dicamba,150.0,(dw),2021.0,((dw)),2019,,False,,240.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",74,DICAMBA,'Dicamba' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 74).
"Soya bean, hay and/or straw",AL 0541,Paraquat,0.5,,2006.0,(dry wt),2004,dry wt,False,,57.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",207,PARAQUAT,'Paraquat' הוא התאמה מדויקת ל-PARAQUAT (ID 207) ברשימת הייחוס.
"Soya bean, hay and/or straw",AL 0541,Imidacloprid,50.0,,2016.0,,2015,,False,,206.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",157,IMIDACLOPRID,'Imidacloprid' מופיע ברשימת חומרי ההדברה (ID 157) כהתאמה מדויקת.
"Soya bean, hay and/or straw",AL 0541,Picoxystrobin,5.0,(dw),2018.0,((dw)),2017,,False,,258.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",216,PICOXYSTROBIN,Picoxystrobin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 216).
"Soya bean, hay and/or straw",AL 0541,Carbendazim,0.1,,2001.0,,,,False,,72.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",36,CARBENDAZIM,'Carbendazim' הוא התאמה מדויקת ל-CARBENDAZIM (ID 36) ברשימת הייחוס.
"Soya bean, hay and/or straw",AL 0541,Cyproconazole,3.0,,2011.0,,2010,,False,,239.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",67,CYPROCONAZOLE,'Cyproconazole' הוא התאמה מדויקת ל-CYPROCONAZOLE (ID 67) ברשימת הייחוס.
"Soya bean, hay and/or straw",AL 0541,Permethrin,50.0,(dw),,((dw)),,,False,,120.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",214,PERMETHRIN,Permethrin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 214).
"Soya bean, hay and/or straw",AL 0541,Penthiopyrad,200.0,(DM),2014.0,((DM)),2012,,False,,253.0,,,"'Soya bean, hay and/or straw' אינו מופיע במפורש ברשימת הייחוס. אין התאמה ישירה לסויה או למספוא סויה, ולכן לא ניתן למפות בוודאות.",213,PENTHIOPYRAD,Penthiopyrad הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 213).
